M__DEPTH,SP,GR,CALI,BitSize,LL8,ILM,ILD,RHOB,NPHI,DT,MudWgt,DEPT,VCLGR,VCLND,VCLRT,VCLSP,VCL,PHISw,PHISwshc,PHISrhg,PHISrhgshc,PHID,PHIDshc,PHIN,PHINshc,PHIxND,PHIE,SWa,BVW,matrix
2965.0,-0.6511,107.1088,8.6633,8.5,,6.2471,7.294,2.2575,40.5518,93.2717,10.5,2965.0,0.7064084210526316,0.27626857142857125,0.815218452129217,0.9891483333333333,0.7064084210526316,0.28506943396226414,0.10113667527308837,0.25310262920049703,0.06916987051132126,0.25322580645161297,0.1392889643463498,0.405518,0.08763421052631579,0.11346158743633279,0.11346158743633279,1.0,0.11346158743633279,0.18012999151103565
2965.5,-0.49226000000000003,106.2397,8.6659,8.5,,6.114,7.1876,2.2648,40.2214,94.229,10.5,2965.5,0.69726,0.2756261224489798,0.8325553141898807,0.9917956666666666,0.69726,0.2922943396226415,0.11074362264150944,0.2568808434770612,0.07533012649592913,0.24851612903225795,0.13605483870967727,0.402214,0.08844700000000003,0.11225091935483865,0.11225091935483865,1.0,0.11225091935483865,0.19048908064516135
2966.0,0.16189,105.1565,8.6631,8.5,,6.072,7.0828,2.3065,38.7163,95.914,10.5,2966.0,0.685857894736842,0.28131755102040834,0.8501406606407694,1.0026981666666666,0.685857894736842,0.305011320754717,0.12642945382323736,0.2633478949892612,0.08476602805778158,0.2216129032258063,0.11099066213921885,0.387163,0.07852694736842107,0.09475880475381995,0.09475880475381995,1.0,0.09475880475381995,0.21938330050933805
2966.5,0.40663,104.4572,8.6603,8.5,,6.0565,6.9796,2.2513,38.1747,94.8633,10.5,2966.5,0.6784968421052632,0.2117273469387756,0.8679735908327515,1.0067771666666667,0.6784968421052632,0.2970815094339622,0.12041629394240314,0.25934225880820083,0.08267704331664175,0.2572258064516128,0.14779083191850584,0.381747,0.07642342105263157,0.1121071264855687,0.1121071264855687,1.0,0.1121071264855687,0.20939603140916813
2967.0,0.24228000000000002,103.9567,8.662,8.5,,6.041,6.9005,2.2296,37.4156,93.2946,10.5,2967.0,0.6732284210526316,0.17099428571428568,0.8820031464190141,1.004038,0.6732284210526316,0.2852422641509434,0.10994882621648461,0.2531939147603398,0.07790047682588103,0.27122580645161287,0.1626405772495755,0.374156,0.07120321052631579,0.11692189388794565,0.11692189388794565,1.0,0.11692189388794565,0.20984968505942275
2967.5,0.35341999999999996,103.3005,8.6663,8.5,,6.0255,6.921,2.2209,36.9836,93.0944,10.5,2967.5,0.6663210526315789,0.1515371428571428,0.8783363822706134,1.0058903333333333,0.6663210526315789,0.2837313207547169,0.11023640516385297,0.2523943438058573,0.07889942821499335,0.2768387096774194,0.169367572156197,0.36983600000000005,0.06999152631578952,0.11967954923599325,0.11967954923599325,1.0,0.11967954923599325,0.21399939813242783
2968.0,0.26607,101.8873,8.6705,8.5,,6.0437,6.9417,2.2165,36.7607,92.9489,10.5,2968.0,0.6514452631578947,0.14158857142857134,0.8746558199122326,1.0044345,0.6514452631578947,0.28263320754716975,0.11301161072492547,0.25181107576313433,0.08218947894089004,0.27967741935483875,0.17460560271646863,0.367607,0.07445663157894736,0.124531117147708,0.124531117147708,1.0,0.124531117147708,0.22402361969439727
2968.5,-0.061279999999999994,100.9226,8.664,8.5,,6.1168,6.9624,2.2051,36.6272,91.7268,10.5,2968.5,0.6412905263157895,0.1266865306122448,0.8709971430073792,0.9989786666666667,0.6412905263157895,0.2734098113207547,0.1064322780536246,0.24683898271824592,0.07986144945111581,0.2870322580645162,0.1835983022071308,0.36627200000000004,0.07769126315789475,0.13064478268251278,0.13064478268251278,1.0,0.13064478268251278,0.22806469100169768
2969.0,-0.36774,101.0935,8.656,8.5,,6.1909,6.9831,2.2058,36.758,93.5785,10.5,2969.0,0.6430894736842105,0.13060408163265314,0.8673601569309342,0.9938710000000001,0.6430894736842105,0.2873849056603774,0.11993896722939426,0.2543219062070882,0.0868759677761051,0.2865806451612903,0.18285653650254663,0.36758,0.0781897368421053,0.13052313667232596,0.13052313667232596,1.0,0.13052313667232596,0.2263873896434635
2969.5,-0.43338999999999994,101.3103,8.662,8.5,,6.2658,7.0039,2.212,36.9622,93.0156,10.5,2969.5,0.6453715789473684,0.14193142857142885,0.8637272551055695,0.9927768333333333,0.6453715789473684,0.28313660377358496,0.11509645680238337,0.2520786835756583,0.08403853660445673,0.28258064516129017,0.1784884550084888,0.369622,0.07920478947368423,0.1288466222410865,0.1288466222410865,1.0,0.1288466222410865,0.2257817988115451
2970.0,-0.25785,101.0509,8.6626,8.5,,6.3417,7.0248,2.2152,36.908,92.0219,10.5,2970.0,0.6426410526315789,0.14386938775510189,0.8600985563977696,0.9957025,0.6426410526315789,0.27563698113207546,0.10830780139026813,0.24805168660938323,0.0807225068675759,0.28051612903225814,0.1768643463497454,0.36908,0.0798915263157895,0.12837793633276745,0.12837793633276745,1.0,0.12837793633276745,0.22898101103565366
2970.5,-0.1092,101.1595,8.6556,8.5,,6.4185,7.0458,2.2036,36.8097,92.0736,10.5,2970.5,0.6437842105263157,0.12962530612244877,0.8564741779090898,0.99818,0.6437842105263157,0.27602716981132075,0.10840033763654419,0.24826334584506307,0.08063651367028651,0.2880000000000001,0.18416383701188463,0.368097,0.07839410526315792,0.13127897113752127,0.13127897113752127,1.0,0.13127897113752127,0.224936818336163
2971.0,-0.037860000000000005,102.3291,8.6269,8.5,,6.5129,7.125,2.1937,37.0181,92.3771,10.5,2971.0,0.6560957894736842,0.12462693877551036,0.8429973238180196,0.999369,0.6560957894736842,0.2783177358490566,0.10748524726911621,0.24950109388582234,0.07866860530588193,0.2943870967741934,0.18856519524617982,0.370181,0.07493789473684209,0.13175154499151095,0.13175154499151095,1.0,0.13175154499151095,0.21215266553480486
2971.5,-0.007809999999999999,102.3393,8.63,8.5,,6.6328,7.241,2.1814,37.1468,93.4412,10.5,2971.5,0.6562031578947368,0.1152277551020408,0.8237906085637577,0.9998698333333333,0.6562031578947368,0.28634867924528296,0.11548823435948355,0.25377724173062843,0.08291679684482903,0.30232258064516127,0.19648336162988111,0.37146799999999996,0.0761765789473684,0.13632997028862476,0.13632997028862476,1.0,0.13632997028862476,0.20746687181663842
2972.0,-0.056960000000000004,102.0191,8.6399,8.5,,6.7702,7.3589,2.193,37.2494,93.4412,10.5,2972.0,0.6528326315789473,0.12957714285714295,0.8048897783405821,0.9990506666666668,0.6528326315789473,0.28634867924528296,0.11636584309831177,0.25377724173062843,0.08379440558365725,0.2948387096774193,0.1895431239388794,0.372494,0.07871931578947372,0.13413121986417656,0.13413121986417656,1.0,0.13413121986417656,0.2130361485568761
2972.5,-0.30072,102.5963,8.6374,8.5,,6.8204,7.4786,2.1663,37.3862,92.4679,10.5,2972.5,0.6589084210526316,0.10568244897959203,0.7863100453406715,0.994988,0.6589084210526316,0.27900301886792456,0.10743818470705066,0.24986981968877847,0.07830498552790457,0.3120645161290322,0.20578896434634966,0.373862,0.0773532105263158,0.14157108743633273,0.14157108743633273,1.0,0.14157108743633273,0.19952049151103568
2973.0,-0.63427,102.2649,8.634,8.5,,6.871,7.6004,2.165,37.5679,91.6484,10.5,2973.0,0.65542,0.10880571428571435,0.7680050737739941,0.9894288333333333,0.65542,0.2728181132075471,0.10216158490566032,0.2465154874498627,0.07585895914797591,0.3129032258064516,0.20719032258064513,0.37567900000000004,0.08074000000000002,0.14396516129032258,0.14396516129032258,1.0,0.14396516129032258,0.20061483870967742
2973.5,-0.79003,101.3695,8.6416,8.5,,6.9219,7.7265,2.2019,37.5412,90.6267,10.5,2973.5,0.6459947368421053,0.14580489795918397,0.7496619053729898,0.9868328333333333,0.6459947368421053,0.26510716981132076,0.09690476663356504,0.24224855919944122,0.07404615602168549,0.28909677419354823,0.18490407470288606,0.375412,0.08471436842105266,0.13480922156196937,0.13480922156196937,1.0,0.13480922156196937,0.21919604159592534
2974.0,-0.71218,101.1356,8.625,8.5,,6.959,7.8556,2.1784,37.4171,90.473,10.5,2974.0,0.6435326315789474,0.11878612244897943,0.7314924212544911,0.9881303333333332,0.6435326315789474,0.26394716981132077,0.09638584309831183,0.2415983221513601,0.07403699543835116,0.3042580645161291,0.20046247877758916,0.374171,0.08458131578947366,0.1425218972835314,0.1425218972835314,1.0,0.1425218972835314,0.21394547113752124
2974.5,-0.54624,100.6695,8.6014,8.5,,6.9323,7.8799,2.1648,37.1989,91.725,10.5,2974.5,0.6386263157894737,0.09956489795918382,0.7281390261125658,0.990896,0.6386263157894737,0.2733962264150943,0.1071123932472691,0.24683156173344234,0.08054772856561712,0.31303225806451607,0.21002801358234285,0.371989,0.08460715789473686,0.14731758573853987,0.14731758573853987,1.0,0.14731758573853987,0.21405609847198642
